image name,type,Descripción,Category,Material,Precio (Colones)
7874211457,jpg,Snack Great Value Tortilla Con Nacho Sabor Queso – 311 g,Snacks,Bolsa plástico,1520
744100071390,jpg,Tortillas Rumba Redonditas – 300 g,Snacks,Bolsa plástico,1180
7874208162,jpg,Snack Great Value Tortilla Dip – 283 g,Snacks,Bolsa Aluminio,1200
744101250040,jpg,Chalupa Chips Tostadas 10 Unidades – 100 g,Snacks,Bolsa plástico,950
744101250030,jpg,Chalupa Chips Taco Shell 10 Unidades – 110 g,Snacks,Bolsa plástico,1000
744102950024,jpg,Tortilla Milpa Real – 175 g,Snacks,Bolsa plástico,1000
2840001458,jpg,Nacho Doritos 92.1 g,Snacks,Bolsa Aluminio,930
2840001709,jpg,Nachos Frito Lay Doritos Cooler Ranch – 198 g,Snacks,Bolsa Aluminio,2660
72128230039,jpg,Nachos Frito Lay Doritos – 150 g,Snacks,Bolsa Aluminio,930
744100571049,jpg,Toreaditos Pro Barbacoa – 160 g,Snacks,Bolsa Aluminio,850
1600015990,jpg,Snack Chex Mix Tradicional – 248 g,Snacks,Bolsa Aluminio,1820
1600015840,jpg,Snack Chex Mix Queso Cheddar – 248 g,Snacks,Bolsa Aluminio,1820
7797508731,jpg,Snayders Sticks Pretzel – 226 g,Snacks,Bolsa plástico,1700
744102900046,jpg,Bizcochos Norteños Tradicional – 175 g,Snacks,Bolsa plástico,1500
744102900010,jpg,Biscocho La Feria Del Maiz – 200 g,Snacks,Bolsa plástico,1500
744100100203,jpg,Bizcochos  Jacks Lilliana Bolsa – 100 g,Snacks,Bolsa plástico,1000
744107822770,jpg,Bizcocho Sabemas De Maiz – 100 g,Snacks,Bolsa plástico,770
744115590153,jpg,Bizcocho Palmareño De Maiz – 175 g,Snacks,Bolsa plástico,1450
744100100596,jpg,Tortillas Mejitos Fiesta Jacks Tostadas – 250 g,Snacks,Bolsa Aluminio,900
744100071391,jpg,Tortillas Rumba – 300 g,Snacks,Bolsa plástico,1000
744100071058,jpg,Snack Rumba Tortillas Redonditas – 175 g,Snacks,Bolsa plástico,770
72128230011,jpg,Snack Tortrix Maiz Con Limon – 180 g,Snacks,Bolsa Aluminio,900
72128230008,jpg,Snack Tortrix BBQ – 180 g,Snacks,Bolsa Aluminio,900
76896502123,jpg,Chalupa P’picar – 170 g,Snacks,Bolsa plástico,910
75089460639,jpg,Boquitas Yummies Nachos Exitante – 150 g,Snacks,Bolsa Aluminio,650
75089460242,jpg,Boquitas Yummies Nachos Con Queso – 150 g,Snacks,Bolsa Aluminio,650
744100571139,jpg,Toreaditos Pro Frito Nacho CHile – 90 g,Snacks,Bolsa Aluminio,550
744100571038,jpg,Snack Pro Toreaditos Barbacoa – 90 g,Snacks,Bolsa Aluminio,530
744100100606,jpg,Mejitos Maiz Blanco Jacks – 250 g,Snacks,Bolsa Aluminio,1120
744100100379,jpg,Mejitos Super Nachos – 300 g,Snacks,Bolsa Aluminio,1120
744100101708,jpg,Mejitos Jacks – 175 g,Snacks,Bolsa plástico,700
744100100488,jpg,Mejitos Jacks – 300 g,Snacks,Bolsa plástico,1000
744100100806,jpg,Snackers Jacks Pita Parmersan – 300 g,Snacks,Bolsa Aluminio,1400
744100100751,jpg,Snackers Jacks Pita Chips – 175 g,Snacks,Bolsa Aluminio,1150
744100100827,jpg,Snackers Jacks Pita Chips Jalapeños – 175 g,Snacks,Bolsa Aluminio,1150
72128230017,jpg,Snack Tortrix Maiz Con Chicharron – 150 g,Snacks,Bolsa Aluminio,900
75752802894,jpg,Snack Takis Fuego – 190 g,Snacks,Bolsa Aluminio,750
75752802907,jpg,Snack Barcel Takis Xplosion – 190 g,Snacks,Bolsa Aluminio,750
75752802458,jpg,Snack Takis Original – 190 g,Snacks,Bolsa Aluminio,750
2840001205,jpg,Fritos Frito Lat Original – 77.9 g,Snacks,Bolsa Aluminio,930
744107820269,jpg,Hojuelas Sabemas De Maiz Con Barbacoa – 90 g,Snacks,Bolsa Aluminio,390
744100571039,jpg,Boquitas Pro Toreaditos Limon Y Sal – 90 g,Snacks,Bolsa Aluminio,550
76896503343,jpg,Tortilla P’picar Tostaditas De Maiz – 140 g,Snacks,Bolsa plástico,530
76896500002,jpg,Tortilla P’picar Tostaditas De Maiz – 250 g,Snacks,Bolsa plástico,770
744100101308,jpg,Snack Jacks Picaronas – 150 g,Snacks,Bolsa Aluminio,835
744100101408,jpg,Snack Jacks Picaronas Con Chile – 150 g,Snacks,Bolsa Aluminio,835
744100100763,jpg,Snack Jacks Picaronas Jumbo Picante – 300 g,Snacks,Bolsa Aluminio,1300
744100100647,jpg,Waves Jacks Cebolla – 150 g,Snacks,Bolsa Aluminio,800
744100100610,jpg,Picarona Jacks Pico De Gallo – 150 g,Snacks,Bolsa Aluminio,835
744100072436,jpg,Pizzerola Tosty Familiar – 175 g,Snacks,Bolsa plástico,800
75089460950,jpg,Snack Taquerito Yummies Chile Toreado – 180 g,Snacks,Bolsa Aluminio,740
744110710340,jpg,Kronchitos Kitty Borbaboa – 225 g,Snacks,Bolsa Aluminio,990
74875700020,jpg,Tortilla Diana De Maiz Jalapeñis – 160 g,Snacks,Bolsa Aluminio,1000
744101250010,jpg,Tortillas Chips Tostadas De Maiz – 220 g,Snacks,Bolsa plástico,1080
744100101108,jpg,Snack Jacks Picaritas – 150 g,Snacks,Bolsa Aluminio,835
744100100762,jpg,Picaritas Jacks Barbacoa – 300 g,Snacks,Bolsa Aluminio,1300
744100070824,jpg,Snack Tosty Chirulitos Familiar – 250 g,Snacks,Bolsa Aluminio,1150
744100070821,jpg,Tronaditas Tosty Snack Limon y Sal – 175 g,Snacks,Bolsa Aluminio,1020
74875700037,jpg,Churro Diana Alboroto – 200 g,Snacks,Bolsa Aluminio,800
74875700158,jpg,Boquitas Diana Elotitos Picantes – 183 g,Snacks,Bolsa plástico,860
75089460949,jpg,Snack Yummies Taquerito Queso Fusion – 180 g,Snacks,Bolsa Aluminio,720
744100100360,jpg,Snack Jacks Meneitos Super Queso – 125 g,Snacks,Bolsa Aluminio,950
744100102114,jpg,Boquitas Jacks Meneitos Clasitos – 115 g,Snacks,Bolsa Aluminio,900
744100102125,jpg,Snack Jacks Horneada Con Queso Meneitos – 56 g,Snacks,Bolsa Aluminio,560
2840002540,jpg,Cheetos Frito Lay – 255.1 g,Snacks,Bolsa Aluminio,1575
745101130098,jpg,Boquitas Cheetos Crunchys Horneados – 90 g,Snacks,Bolsa Aluminio,740
744100070825,jpg,Quesitos Tosty Familiar – 175 g,Snacks,Bolsa Aluminio,1250
744100070827,jpg,Tosty Bolitas De Queso – 100 g,Snacks,Bolsa Aluminio,890
744100100761,jpg,Meneitos Jacks 175 g,Snacks,Bolsa Aluminio,1450
744110710136,jpg,Snacks Kitty Horneados Maiz Rikos – 160 g,Snacks,Bolsa plástico,980
7874226308,jpg,Snacks Great Value Palitos De Queso Crujiente – 240 g,Snacks,Bolsa Aluminio,1550
744100070489,jpg,Snack Tosty Quesitos – 120 g,Snacks,Bolsa Aluminio,800
744100070290,jpg,Snack Tosty Quesitos – 116 g,Snacks,Bolsa Aluminio,790
744100100664,jpg,Chicharrito Jacks Sabor Natural – 75 g,Snacks,Bolsa Aluminio,1380
744100100486,jpg,Chicharron Barbacoa – 75 g,Snacks,Bolsa Aluminio,1350
744100100764,jpg,Chicharron Jumbo Con Pimineto Y Limon – 150 g,Snacks,Bolsa Aluminio,2200
72822901315,jpg,Snack Terra Sweets Y Beets – 170 g,Snacks,Bolsa Aluminio,2520
72822901450,jpg,Boquitas Terras Chips Sweets Potato – 141 g,Snacks,Bolsa Aluminio,2550
72822967901,jpg,Boquitas Terras Chips Blues – 142 g,Snacks,Bolsa Aluminio,2750
2840002357,jpg,Frito Lay Munchies – 262.2 g,Snacks,Bolsa Aluminio,2660
744100071198,jpg,Snack Tosty Mix Surtido – 300 g,Snacks,Bolsa Aluminio,1660
744100071351,jpg,Chicharron Rumba – 80 g,Snacks,Bolsa Aluminio,790
744100100484,jpg,Snack Jacks Chicharrones Con Pimienta Y Limon – 75 g,Snacks,Bolsa Aluminio,1400
75089460947,jpg,Boquita Yummies Mix Surtido – 190 g,Snacks,Bolsa Aluminio,1000
72128230141,jpg,Frito Lay Fiesta Snack – 330 g,Snacks,Bolsa Aluminio,1470
744116340775,jpg,Snack Tosh Arroz Silvestre – 156 g,Snacks,Bolsa Aluminio,1900
744116340774,jpg,Snack Tosh De Arroz Sal Marina – 156 g,Snacks,Bolsa Aluminio,1900
744116340773,jpg,Snack Tosh Tomate Secos Parmesano – 156 g,Snacks,Bolsa Aluminio,1900
82951530210,jpg,Boquitas Veggie Sea Salt – 141 g,Snacks,Bolsa Aluminio,2400
2840007765,jpg,Blue Corn Tostitos – 255 g,Snacks,Bolsa Aluminio,2660
744116391350,jpg,Platanos Soldanza Con Limon – 180 g,Snacks,Bolsa Aluminio,1000
744300713109,jpg,Snack Tumbis Platano – 350 g,Snacks,Bolsa plástico,2350
63412949778,jpg,Platano Lams Tira – 350 g,Snacks,Bolsa plástico,2500
744116391103,jpg,Snack Soldanza Maduritos – 160 g,Snacks,Bolsa Aluminio,1000
744102901123,jpg,Platano The Corn P Maduro Frito Con Sal – 90 g,Snacks,Bolsa plástico,740
744102901121,jpg,Platano The Corn P Verde Con Limon – 90 g,Snacks,Bolsa plástico,790
744100571208,jpg,Platano Pro Con Chicharron – 90 g,Snacks,Bolsa Aluminio,780
744100571000,jpg,Snack Pro Platano Maduro – 80 g,Snacks,Bolsa Aluminio,680
744107820794,jpg,Platano Sabemas Frito Verde Con Sal – 90 g,Snacks,Bolsa plástico,460
744100571295,jpg,Platano Pro Salado – 80 g,Snacks,Bolsa Aluminio,660
744100571050,jpg,Platanos Pro Limon Y Sal – 85 g,Snacks,Bolsa Aluminio,640
744100072376,jpg,Patacones Rumba Con Sal – 250 g,Snacks,Bolsa Aluminio,1830
744116393003,jpg,Yuquitas Soldanza – 135 g,Snacks,Bolsa Aluminio,800
744116392040,jpg,Snack Soldanza Bananitos – 180 g,Snacks,Bolsa Aluminio,1000
744116393503,jpg,Yuquitas Soldanza Crema Y Cebolla – 135 g,Snacks,Bolsa Aluminio,830
744116391202,jpg,Snack Soldanza Malanga – 135 g,Snacks,Bolsa Aluminio,1100
744116391004,jpg,Snack Soldanza Platanitos – 180 g,Snacks,Bolsa Aluminio,1000
744100571130,jpg,Snack Pro Yuca Crema Y Cebolla – 50 g,Snacks,Bolsa Aluminio,430
744100571334,jpg,Yucas Pro Saladas En Hojuelas – 120 g,Snacks,Bolsa Aluminio,850
75089461000,jpg,Papas Tostadas Yummies Zibas Mostaza Miel – 80 g,Snacks,Bolsa Aluminio,880
75752804049,jpg,Snack Barcel Chips Jalapeño – 170 g,Snacks,Bolsa Aluminio,1300
75752804046,jpg,Snack Barcel Chips Fuego – 170 g,Snacks,Bolsa Aluminio,1300
75752803890,jpg,Snack Barcel Chips Sal – 170 g,Snacks,Bolsa Aluminio,1900
744100070158,jpg,Papas Tosty Deluxe – 150 g,Snacks,Bolsa Aluminio,1380
744106590005,jpg,Papas Papi Fress Familiar – 250 g,Snacks,Bolsa plástico,2680
